timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1662922689095,149,user_info_3,200,OK,HW_1 1-2,text,true,,368,243,5,5,http://162.55.220.72:5005/user_info_3,149,0,72
1662922689117,156,get_method,200,OK,HW_1 1-3,text,true,,168,147,5,5,http://162.55.220.72:5005/get_method?name=Ivan&age=32,155,0,76
1662922689147,155,user_info_2,200,OK,HW_1 1-1,text,true,,463,244,5,5,http://162.55.220.72:5005/user_info_2,155,0,75
1662922689165,138,get_method,200,OK,HW_1 1-5,text,true,,168,147,5,5,http://162.55.220.72:5005/get_method?name=Ivan&age=32,138,0,66
1662922688755,559,user_info_2,200,OK,HW_1 1-4,text,true,,463,244,5,5,http://162.55.220.72:5005/user_info_2,559,0,66
1662922689244,125,object_info_1,200,OK,HW_1 1-2,text,true,,231,163,5,5,http://162.55.220.72:5005/object_info_1?name=Kolya&age=31&weight=1300,125,0,62
1662922689273,138,user_info_2,200,OK,HW_1 1-3,text,true,,463,244,5,5,http://162.55.220.72:5005/user_info_2,138,0,68
1662922689302,126,user_info_3,200,OK,HW_1 1-1,text,true,,368,243,5,5,http://162.55.220.72:5005/user_info_3,126,0,62
1662922689303,139,user_info_2,200,OK,HW_1 1-5,text,true,,463,244,5,5,http://162.55.220.72:5005/user_info_2,139,0,68
1662922689370,118,object_info_2,200,OK,HW_1 1-2,text,true,,453,160,5,5,http://162.55.220.72:5005/object_info_2?name=Alex&age=30&salary=40,118,0,57
